place_id,place_id_original,source_dataset,place_name,description,category_original,sub_category,city,province,price,rating,time_minutes,coordinate,lat,long,category_clean,c1_ticket_price,c2_rating,toilet,parking,food,worship,accessibility,information_center,c4_facility_score,activity_tags,feature_source_note,source_url,user_rating_mean,user_rating_count,user_rating_std,facility_toilet_mentioned,facility_parking_mentioned,facility_food_mentioned,facility_worship_mentioned,facility_accessibility_mentioned,facility_information_center_mentioned
388,388,real_jawa_437,Watu Gunung Ungaran,"Objek wisata alam memang sangat cocok dikunjungi, terlebih saat akhir pekan. Ditambah lagi, lokasi objek wisata yang tidak terlalu jauh dari pusat kota. Seperti objek wisata Watu Gunung yang ada di Ungaran, Kota Semarang. Berkunjung ke wisata alam dapat membuat pikiran menjadi segar. Terlebih, objek wisata ini menawarkan wisata alam dan air yang menawan. Selain itu, dipadukan juga dengan nuansa adat Jawa yang khas. Dulunya, kawasan Watu Gunung ini bukanlah suatu objek wisata. Hanya tanah yang ditumbuhi pohon pala dan cengkeh yang lebat. Sayangnya, kawasan tersebut gersang dan susah mendapatkan air. Kemudian, di tahun 2004 sang pemilik berinisiatif untuk mendirikan villa pribadi. Dan lama kelamaan, dibuatlah objek wisata yang dibuka untuk umum. Dengan tetap mempertahankan bangunan joglo sebagai ciri khasnya.",Cagar Alam,,Semarang,Jawa Tengah,25000,4.4,,"{'lat': -7.129806599999999, 'lng': 110.388832}",-7.1298066,110.388832,alam,25000.0,4.4,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.0952380952380953,21.0,1.3380867649282653,0,0,0,0,0,0
389,389,real_jawa_437,Brown Canyon,"Di Indonesia, Brown Canyon adalah sebuah bekas penambangan tanah di Meteseh, Tembalang, Semarang. Lokasi ini menjadi salah satu lokasi (bukan tempat wisata) yang populer di Semarang dan dianggap mirip dengan Grand Canyon di Amerika Serikat. Kemiripan ini terletak pada bukit-bukit yang berubah menjadi tebing-tebing curam.",Cagar Alam,,Semarang,Jawa Tengah,0,4.2,30.0,"{'lat': -7.0565164, 'lng': 110.4862531}",-7.0565164,110.4862531,alam,0.0,4.2,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.380952380952381,21.0,1.2835961388299078,0,0,0,0,0,0
390,390,real_jawa_437,Durian Gardens and Tourism Education Watu Simbar,"Perlu diketahui, watu simbar ini merupakan lokasi wisata yang menawarkan edukasi dari berbagai macam pohon durian. Walaupun terkesan biasa saja, hal tersebut lah yang sebenarnya menjadi keunikan tempat ini. Apabila seseorang datang kemari, orang tersebut akan bisa mempelajari banyak hal tentang pohon durian. Selain bisa mempelejari berbagai macam hal tentang pohon durian tersebut, tentu lah para pengunjung pun bisa membeli durian yang berada disana.",Cagar Alam,,Semarang,Jawa Tengah,5000,4.1,45.0,"{'lat': -7.096707899999999, 'lng': 110.3900517}",-7.0967079,110.3900517,alam,5000.0,4.1,False,False,False,False,False,False,0.0,edukasi,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.769230769230769,13.0,1.3008872711759818,0,0,0,0,0,0
391,391,real_jawa_437,Flower Farm Setiya Aji,"Di taman bunga Setiya Aji Flower Farm kita bisa melihat warna-warni bunga krisan yang terlihat sangat cantik. Selain itu lokasinya yang berada di dataran tinggi membuat udara di kebun bunga Bandungan ini terasa cukup segar. Taman bunga Setiya Aji Flower Farm Bandungan ini dalam sekejab menarik perhatian wisatawan, terutama kalangan anak muda yang penasaran ingin melihat keindahan bunga-bunga di tempat wisata Semarang tersebut. Kini Setiya Aji Flower Farm menjadi salah satu tempat wisata favorit di Bandungan yang wajib dikunjungi, terutama bagi wisatawan yang sedang mencari objek wisata romantis di Kabupaten Semarang selain di Gedong Songo.",Cagar Alam,,Semarang,Jawa Tengah,7500,4.1,45.0,"{'lat': -7.2241813, 'lng': 110.3782661}",-7.2241813,110.3782661,alam,7500.0,4.1,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.0,24.0,1.5603789952109879,0,0,0,0,0,0
392,392,real_jawa_437,Ekowisata Mangrove Wonorejo,Hutan Wisata Mangrove Surabaya merupakan wisata yang menggabungkan wisata rekreasi dan edukasi. Di area dengan luas kurang lebih 200 hektar ini ditanami berbagai tanaman bakau. Lokasi wisata ini dikelola dengan baik oleh pemerintah Kota Surabaya. Sehingga wisata ini diminati pengunjung karena tertata rapi dan bersih. Aktivitas wisata yang bisa dilakukan antara lain berkeliling hutan mangrove baik menggunakan perahu atau berjalan kaki . Serta wisata edukasi mengenai ekosistem sekitar.,Cagar Alam,,Surabaya,Jawa Timur,0,4.3,60.0,"{'lat': -7.308648199999999, 'lng': 112.8216622}",-7.3086482,112.8216622,alam,0.0,4.3,False,False,False,False,False,False,0.0,edukasi,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.3125,16.0,1.352466881911223,0,0,0,0,0,0
393,393,real_jawa_437,Taman Harmoni Keputih,"Tempat tersebut ialah Taman Hatmoni Keputih Surabaya yang memiliki segudang koleksi bunga warna-warni. Dulunya tempat ini merupakan lokasi pembuangan sampah atau TPA, namun kini bertransformasi menjadi sebuah wisata taman yang sangat cantik. Bukan hanya cantik, namun bunga-bunga yang bermekaran di Taman Harmoni terlihat sangat instagramable, sehingga tak heran jika mayoritas pengunjung tempat ini merupakan para kaum kawula muda penggiat sosial media. Lantas berapa sih budget untuk memasuki kawasan Taman Harmoni Surabaya ini? Kamu nggak perlu khawatir, karena harga tiket masuk Taman Harmoni Keputih Surabaya ini gratis. Kamu hanya perlu menyiapkan kocek untuk membayar karcis parkir saja.",Cagar Alam,,Surabaya,Jawa Timur,0,4.4,60.0,"{'lat': -7.2952211, 'lng': 112.8035603}",-7.2952211,112.8035603,alam,0.0,4.4,False,True,False,False,False,False,0.1666666666666666,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.1578947368421053,19.0,1.213953957333768,0,1,0,0,0,0
394,394,real_jawa_437,Air Mancur Menari,"Jembatan Kenjeran dengan air mancur menarinya sejatinya bukan hanya sebuah jembatan penghubung jalan saja, namun juga dimanfaatkan sebagai destinasi wisata oleh pemerintah kota Surabaya. Posisi air mancur menari sendiri berada di ujung jembatan Kenjeran dekat dengan anjungan penyeberangan atau di Taman Hiburan Pantai (THP). Lokasi ini sangat ramah kaum difabel karena tersedia lift yang dapat mereka gunakan untuk mempermudah perjalanan mereka. Sembari menunggu pertunjukan air mancur menari yang spektakuler di jembatan Kenjeran ini, Anda dapat menikmati pemandangan indah matahari terbenam (sunset) di jembatan ini. Jangan lewatkan untuk berfoto dengan laut lepas yang memesona sebagai latar belakangnya. Anda juga dapat menikmati berbagai kuliner lezat khas Jawa Timur di lokasi ini karena banyak pedagang kaki lima yang berjualan di sini. Berbagai mainan anak-anak pun dijual di lokasi ini. Jadi tidak perlu kuatir bahwa anak-anak akan merasa bosan menunggu pertunjukan air mancur menari yang mereka tunggu-tunggu. Silakan atur jadwal kunjungan Anda untuk menyaksikan taman air mancur menari Kenjeran ini dan buktikan sendiri keindahannya. Pastikan bahwa mobilitas Anda terjamin dengan sewa mobil Surabaya karena di lokasi ini masih minim transportasi online pada malam hari.",Taman Hiburan,,Surabaya,Jawa Timur,35000,4.4,45.0,"{'lat': -7.2356933, 'lng': 112.7955234}",-7.2356933,112.7955234,hiburan,35000.0,4.4,False,False,True,False,True,False,0.3333333333333333,fotografi|kuliner|rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.769230769230769,13.0,1.1657505560686465,0,0,1,0,1,0
395,395,real_jawa_437,Taman Prestasi,"Taman Prestasi Surabaya merupakan salah satu taman yang begitu terkenal di Kota Pahlawan dan banyak dikunjungi, sehingga tak heran jika menjadi tempat favorit bagi keluarga terutama pada saat weekend. di tempat lain juga ada loh nama stadion dan taman yang sama persis dengan yang di Surabaya ini, di Bontang, Kaltim yang punya Stadion dengan nama stadion “Taman Prestasi”. Jalan Ahmad Yani, Sukarasa, Kota Tangerang, Banten 15111, juga ada sebuah taman bernama “Taman Prestasi” persis bukan? Di Jogja juga ada sebuah taman yang serupa bernama “Taman Pintar”.",Taman Hiburan,,Surabaya,Jawa Timur,0,4.6,,"{'lat': -7.2614722, 'lng': 112.7428284}",-7.2614722,112.7428284,hiburan,0.0,4.6,False,False,False,False,False,False,0.0,rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.227272727272727,22.0,1.2698638165386524,0,0,0,0,0,0
396,396,real_jawa_437,Monumen Kapal Selam,"Monumen Kapal Selam, atau disingkat Monkasel, adalah sebuah museum kapal selam yang terdapat di Embong Kaliasin, Genteng, Surabaya. Terletak di pusat kota, monumen ini sebenarnya merupakan kapal selam KRI Pasopati 410, salah satu armada Angkatan Laut Republik Indonesia buatan Uni Soviet tahun 1952. Kapal selam ini pernah dilibatkan dalam Pertempuran Laut Aru untuk membebaskan Irian Barat dari pendudukan Belanda.\nKapal selam ini kemudian dibawa ke darat dan dijadikan monumen untuk memperingati keberanian pahlawan Indonesia. Monkasel berada di Jalan Pemuda, tepat di sebelah Plaza Surabaya. Selain interior kapal selam, di sini juga diadakan pemutaran film tentang proses peperangan yang terjadi di Laut Aru. Jika ingin mengunjungi tempat wisata ini, maka akan ditemani oleh seorang pemandu lokal yang terdapat di sana.\nAda cerita unik di balik hadirnya monumen Kapal Selam ini. Pada suatu malam Pak Drajat Budiyanto yang merupakan mantan KKM KRI Pasopati 410 (buatan Rusia) ini dan juga mantan KKM KRI Cakra 401 (buatan Jerman Barat), bermimpi diperintahkan oleh KSAL pada waktu itu untuk membawa kapal selam ini melayari Kali Mas. Ternyata mimpi itu menjadi kenyataan. Dia ditugaskan untuk memajang kapal selam di samping Surabaya Plaza. Caranya dengan memotong kapal selam ini menjadi beberapa bagian, kemudian diangkut ke darat, dan dirangkai dan disambung kembali menjadi kapal selam yang utuh.",Budaya,,Surabaya,Jawa Timur,15000,4.4,30.0,"{'lat': -7.2654304, 'lng': 112.7503052}",-7.2654304,112.7503052,budaya,15000.0,4.4,False,False,False,False,False,False,0.0,budaya|diving|edukasi|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.388888888888889,18.0,1.3345582608616182,0,0,0,0,0,0
397,397,real_jawa_437,Taman Kunang-Kunang,"Taman Kunang – Kunang di Surabaya ini mempunyai luas 400 meter persegi dan Taman Kunang – Kunang di Surabaya ini diresmikan oleh walikota Surabaya, Ibu Tri Rismaharini pada hari sabtu 28 Oktober 2010. Lokasi Taman Kunang – Kunang di Surabaya ini terletak di Jalan Panjaringan Timur, Panjaringan Sari, Kecamatan Rungkut, Kota Surabaya. Taman Kunang – Kunang di Surabaya ini letaknya persis berada di antara dua bangunan rumah susun dan terdapat tulisan “Taman Kunang – Kunang,” dengan latar belakang putih. Taman Kunang – Kunang di Surabaya mempunyai banyak fasilitas publik yang cukup lengkap diantaranya adalah lapangan futsal, lapangan basket, dan area bermain untuk anak – anak. Taman Kunang – Kunang di Surabaya ini telah menjadi kawasan bermain di Surabaya untuk semua kalangan, mulai dari anak – anak, remaja, maupun dewasa. Bahkan Taman Kunang – Kunang di Surabaya ini juga tidak jarang dikunjungi oleh para lansia.",Taman Hiburan,,Surabaya,Jawa Timur,0,4.4,45.0,"{'lat': -7.318220199999999, 'lng': 112.7842405}",-7.3182202,112.7842405,hiburan,0.0,4.4,False,False,False,False,False,False,0.0,rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.0952380952380953,21.0,1.3380867649282653,0,0,0,0,0,0
398,398,real_jawa_437,Taman Buah Surabaya,"Wisata Taman Buah Undaan di Surabaya adalah salah satu tempat wisata yang berada di blok m suturejo utara, kabupaten surabaya, provinsi jawa timur, negara indonesia. Wisata Taman Buah Undaan di Surabaya adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun hari liburan. Tempat ini sangat indah dan bisa memberikan sensasi yang berbeda dengan aktivitas kita sehari hari. Wisata Taman Buah Undaan di Surabaya memiliki pesona keindahan yang sangat menarik untuk dikunjungi. Sangat di sayangkan jika anda berada di kota surabaya tidak mengunjungi wisata taman yang mempunyai keindahan yang tiada duanya tersebut. Wisata Taman Buah Undaan di Surabaya sangat cocok untuk mengisi kegiatan liburan anda, apalagi saat liburan panjang seperti libur nasional, ataupun hari ibur lainnya. Keindahan Wisata Taman Buah Undaan di Surabaya ini sangatlah baik bagi anda semua yang berada di dekat atau di kejauhan untuk merapat mengunjungi tempat Wisata Taman Buah Undaan di Surabaya di kota surabaya.",Taman Hiburan,,Surabaya,Jawa Timur,0,4.1,30.0,"{'lat': -7.266213899999999, 'lng': 112.795281}",-7.2662139,112.795281,hiburan,0.0,4.1,False,False,False,False,False,False,0.0,rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.076923076923077,26.0,1.2624761993186857,0,0,0,0,0,0
399,399,real_jawa_437,Taman Pelangi,"Kalau pelangi biasanya ada di siang hari pasca hujan, maka di Taman Pelangi Yogyakarta pengunjung justru bisa menikmatinya setiap malam hari. Ya, ini lantaran taman ini merupakan Taman Lampion beraneka warna dan rupa. Buka sejak petang, Taman ini memang sangat cocok dijadikan pilihan destinasi rekreasi keluarga saat malam hari. Namun karena merupakan taman outdoor alias terbuka, maka pilihan paling tepat untuk datang ialah saat cuaca tidak hujan.",Taman Hiburan,,Surabaya,Jawa Timur,0,4.5,20.0,"{'lat': -7.3275604, 'lng': 112.7312242}",-7.3275604,112.7312242,hiburan,0.0,4.5,False,False,False,False,False,False,0.0,rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.588235294117647,17.0,1.277635684057263,0,0,0,0,0,0
400,400,real_jawa_437,Hutan Bambu Keputih,"Surabaya menjadi kota metropolitan kedua setelah Jakarta. Kepadatan penduduk Surabaya pun cukup tinggi, dan karena terletak di pesisir, suhu kota terasa panas. Meski begitu, masih ada tempat sejuk, teduh, dan asri di tengah Kota Surabaya. Ialah Hutan Bambu Surabaya, tepatnya berada di Keputih. Mendengar nama “Hutan Bambu”, mungkin yang terlintas adalah hutan di pedesaan. Tapi jangan salah, di tengah kota pun dapat terwujud tempat asri seperti ini. Suasananya yang asri membuat pengunjung berbondong-bondong datang ke lokasi ini. Dan sekarang, taman rekreasi ini tengah menjadi favorit pengunjung menghabiskan waktu luang.",Cagar Alam,,Surabaya,Jawa Timur,0,4.3,25.0,"{'lat': -7.294190899999999, 'lng': 112.8017238}",-7.2941909,112.8017238,alam,0.0,4.3,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.5217391304347827,23.0,1.3774008863003637,0,0,0,0,0,0
401,401,real_jawa_437,Taman Keputran,"Ntah, mengapa nama taman ini disebut dengan taman keputran, namun jika dikaitkan dengan lokasi taman, berada di persimpangan jalan Keputran Surabaya. Selain itu, di seberang sungai terdapat juga sebuah taman yang bernama Taman Lalu Lintas Surabaya. Keunikan Taman Keputran dibandingkan dengan taman lainnya adalah adanya lampu yang kerangka tiangnya mirip dengan manusia, dengan gaya pose yang berbeda-beda itu, membuat taman ini terlihat ada sentuhan kreatif dan inovatif. Lampu-lampu itu terang dan indah pada malam hari. Untuknya, taman ini cukup representatif sebagai pilihan mendapatkan tempat tongkrongan yang tenang pada malam hari. Tak hanya itu, jalur pijat refleksi kaki juga tersedia disana. Cocok untuk pengunjung yang ingin mencoba pengobatan refleksi kaki sederhana. Melalui pemahaman tentang jalur refleksi secara mendalam, sebagian orang memilih sarana ini dalam usaha menyembuhkan penyakit.",Taman Hiburan,,Surabaya,Jawa Timur,0,4.3,,"{'lat': -7.2732153, 'lng': 112.744102}",-7.2732153,112.744102,hiburan,0.0,4.3,False,False,False,False,False,False,0.0,rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.576923076923077,26.0,1.2384854273854633,0,0,0,0,0,0
402,402,real_jawa_437,Food Junction Grand Pakuwon,"Food Junction Grand Pakuwon sebetulnya merupakan suatu pujasera dengan konsep yang sedikit berbeda dengan tempat lainnya. Tempatnya yang terletak di area Tandes, Surabaya Barat (strategis dengan suasana romantis dan unik) dimana jika dari arah pusat kota hanya membutuhkan waktu 20 menit untuk sampai ke lokasi. Sehingga tidak heran apabila banyak warga Surabaya yang menghabiskan waktu sore hari ditempat ini.",Pusat Perbelanjaan,,Surabaya,Jawa Timur,0,4.5,120.0,"{'lat': -7.251022000000003, 'lng': 112.6620053}",-7.251022,112.6620053,belanja,0.0,4.5,False,False,False,False,False,False,0.0,belanja,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.21875,32.0,1.4969727517075382,0,0,0,0,0,0
403,403,real_jawa_437,Taman Barunawati,"Taman Barunawati yang lokasinya berada di kota Surabaya bagian utara. Taman yang satu ini bisa menjadi referensi untuk dikunjungi karena cukup recommended terutama bagi warga Surabaya atau bahkan warga luar Surabaya. Layaknya taman pada umumnya, memanglah menjadi tempat berlibur yang paling murah namun ada manfaat tersendiri yang bisa dirasakan oleh pengunjung seperti pikiran jadi tenang. Selain itu kita juga bisa mengajak anak atau anggota keluarga yang masih kecil untuk sekedar bermain di playground yang ada di dalam Taman Barunawati. Taman yang diresmikan pada 9 Oktober 2019 itu sekarang kondisinya nampak indah dan asri sehingga dapat mengalihkan perhatian bagi siapa saja yang melewati jalan Perak Barat Surabaya. Berkunjung ke taman ini pun kita tidak perlu merogoh kocek sepeser pun, namun pengunjung masih dapat menikmati pemandangan dan semua fasilitas yang ada di dalamnya.",Taman Hiburan,,Surabaya,Jawa Timur,0,4.2,30.0,"{'lat': -7.222055899999998, 'lng': 112.7319967}",-7.2220559,112.7319967,hiburan,0.0,4.2,False,False,False,False,False,False,0.0,fotografi|rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.0625,16.0,1.181453906563152,0,0,0,0,0,0
404,404,real_jawa_437,Kenjeran Park,"Kenjeran Park merupakan salah satu tempat wisata kekinian di Surabaya. Tempat wisata ini berlokasi tepat di Jalan Sukolilo, Desa Sukolilo Baru, Kecamatan Bulak, Surabaya, Jawa Timur. Dulunya, Kenjeran Park merupakan tempat yang kumuh dan kurang terawat. Tetapi, tempat ini kembali terawat hingga bertransformasi menjadi destinasi wisata modern dan kekinian di tengah Kota Surabaya. Kenjeran Park terdiri dari beberapa kawasan wisata yang bisa pengunjung pilih. Bagi yang membawa anak-anak dan suka berenang, pengunjung bisa mengunjungi Atlantis Land Kenjeran. Lalu, pengunjung juga bisa menyambangi beberapa tempat yang ikonik dari Kenjeran Park. Salah satunya adalah Pagoda Tian Ti. Pagoda Tian Ti ini punya desain yang terinspirasi dari Pagoda Tian Tan di Beijing, China. Namun, Pagoda Tian Ti terdiri dari tiga lantai dengan diameter 60 meter dan tinggi 58 meter. Tempat ikonik lainnya adalah Patung Buddha 4 Wajah. Patung Buddha memiliki ketinggian 36 meter. Tempat menarik lainnya yang bisa pengunjung sambangi adalah Klenteng Sanggar Agung. Di klenteng ini, pengunjung bisa melihat patung Dewi Kwan Im dan sepasang naga merah keemasan yang langsung menghadap ke pantai.",Taman Hiburan,,Surabaya,Jawa Timur,35000,4.2,120.0,"{'lat': -7.252296400000001, 'lng': 112.7966952}",-7.2522964,112.7966952,hiburan,35000.0,4.2,False,False,False,False,False,False,0.0,berenang|rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.7,20.0,1.3803127029389888,0,0,0,0,0,0
405,405,real_jawa_437,Surabaya North Quay,"Surabaya menjadi kota besar yang sering menjadi tempat tujuan wisata. Berbagai tempat belanja dari tradisional hingga modern ada di Ibukota Jawa Timur ini. Namun, apakah tidak bosan wisata belanja saja di Surabaya? Jika bosan, datanglah ke Surabaya North Quay, objek wisata baru di Surabaya. Surabaya North Quay sebenarnya adalah terminal bagi kapal pesiar mewah yang bersandar. Namun, tempat ini sengaja dibenahi supaya dapat menjadi tempat wisata bagi warga Surabaya dan sekitarnya. Bahkan, tak sedikit yang berasal dari luar daerah yang penasaran ingin menikmati pemandangan menakjubkan. Lautan lepas dengan kapal pesiar mewah yang bersandar di terminal ini, menjadi daya tarik utamanya.",Taman Hiburan,,Surabaya,Jawa Timur,50000,4.4,,"{'lat': -7.1968193, 'lng': 112.7324578}",-7.1968193,112.7324578,hiburan,50000.0,4.4,False,False,False,False,False,False,0.0,belanja|fotografi|rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.9583333333333335,24.0,1.5457984194658723,0,0,0,0,0,0
406,406,real_jawa_437,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,,Surabaya,Jawa Timur,0,4.4,30.0,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-7.3123655,112.7889021,alam,0.0,4.4,False,False,False,False,False,False,0.0,belanja,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.8620689655172415,29.0,1.355521458201721,0,0,0,0,0,0
407,407,real_jawa_437,Taman Ekspresi Dan Perpustakaan,"Taman Ekspresi Surabaya tidak hanya menyuguhkan taman yang rindang dan asri. Taman di Jalan Gentengkali ini juga punya fasilitas penunjang berupa perpustakaan di sisi barat. Perpustakaan yang dikelola Dinas Perpustakaan dan Kearsipan Kota Surabaya tersebut memiliki 3.412 koleksi buku. Buku-buku yang ada di perpustakaan sangat lengkap dan baru, dari cetakan 2009 sampai terbaru 2019. Mulai buku bahasa, filsafat, psikologi, agama, matematika, ilmu alam, ilmu sosial, keluarga, teknologi, seni, sastra, geografis, sejarah, hingga bacaan untuk anak-anak.",Taman Hiburan,,Surabaya,Jawa Timur,0,4.5,45.0,"{'lat': -7.2573072, 'lng': 112.7437199}",-7.2573072,112.7437199,hiburan,0.0,4.5,False,False,False,False,False,False,0.0,rekreasi_keluarga|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.5217391304347827,23.0,1.473078570310593,0,0,0,0,0,0
408,408,real_jawa_437,Kebun Binatang Surabaya,"Kebun Binatang Surabaya (KBS) (Dialek Arekan: Kebon Binatang Suroboyo) adalah salah satu kebun binatang yang populer di Indonesia dan terletak di Surabaya. KBS merupakan kebun binatang yang pernah terlengkap se-Asia Tenggara, di dalamnya terdapat lebih dari 981 spesies satwa yang berbeda yang terdiri lebih dari 2.806 binatang. Termasuk di dalamnya satwa langka Indonesia maupun dunia terdiri dari Mamalia, Aves, Reptilia, dan Pisces.",Cagar Alam,,Surabaya,Jawa Timur,15000,4.3,180.0,"{'lat': -7.295954599999999, 'lng': 112.7366094}",-7.2959546,112.7366094,alam,15000.0,4.3,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.7142857142857144,21.0,1.346954236151219,0,0,0,0,0,0
409,409,real_jawa_437,Rumah Batik,"Di rumah batik ini terdapat sekitar 2000 lembar batik yang memiliki ragam corak yang beraneka macam. Aneka batik tersebut terbuat dari berbagai macam jenis bahan yaitu seperti prima, primis, santio, sutra, prishmina dan sarimpit. Tidak hanya kain batik saja yang dapat anda temukan di rumah batik ini melainkan juga ada sarung batik, baju batik, celana batik, rok batik, selendang batik, dan lain sebagainya. Untuk anda yang ingin segera mengunjungi rumah batik di Surabaya ini maka berikut informasi alamat dari rumah batik itu sendiri. Jadi rumah batik tersebut pada mulanya terletak di jalan tambak, dukuh 1, no.4, rt.01, rw.09, kelurahan kapasari, kecamatan genteng, Surabaya. Di tempat ini anda akan melihat berbagai macam batik yang di pajang yaitu mulai dari batik Surabaya, bangkalan, sidoarjo, sumenep, mojokerto, ponorogo, tuban, jombang, dan bojonegoro. Karena koleksi yang di miliki di rumah batik Surabaya ini sangat beragam tentu saja membuat banyak pengunjung yang ingin datang ke lokasi ini. Setelah itu rumah batik ini di pindah di lokasi jalan margorejo, no. 143, Surabaya.",Budaya,,Surabaya,Jawa Timur,0,4.5,15.0,"{'lat': -7.278735999999999, 'lng': 112.718453}",-7.278736,112.718453,budaya,0.0,4.5,False,False,False,False,False,False,0.0,budaya,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.933333333333333,15.0,1.2227992865708155,0,0,0,0,0,0
410,410,real_jawa_437,Ciputra Waterpark,"Ciputra Waterpark Surabaya – Bermain air di waterpark memang bisa menjadi alternatif rekreasi kaum urban di berbagai kota besar. Tidak hanya Jakarta, Surabaya sebagai salah satu kota metropolis di Indonesia juga sudah mulai bergeliat membangun tempat rekreasi keluarga. Salah satunya waterpark yang bisa menjadi tujuan wisata keluarga adalah Ciputra Waterpark Surabaya. Berlokasi di Waterpark Boulevard, Citraland “The Singapore of Surabaya”, Surabaya, waterpark yang berdiri di areal seluas 5 hektar menawarkan beragam aktivitas dan atraksi menarik. Tidak salah jika waterpark yang satu ini mengklaim sebagai water attraction terbesar Indonesia.",Taman Hiburan,,Surabaya,Jawa Timur,95000,4.3,90.0,"{'lat': -7.2861707, 'lng': 112.6333338}",-7.2861707,112.6333338,hiburan,95000.0,4.3,False,False,False,False,False,False,0.0,berenang|rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.0,20.0,1.3377121081198773,0,0,0,0,0,0
