Place_Id,Place_Name,Description,Category,Sub_Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Province,Category_Clean,c1_ticket_price,c2_rating,facility_toilet_mentioned,facility_parking_mentioned,facility_food_mentioned,facility_worship_mentioned,facility_accessibility_mentioned,facility_information_center_mentioned,c4_facility_score,activity_tags
232,Air Terjun Temburun Anambas,"Air Terjun Temburun Anambas di Lingga, Kepulauan Riau. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Air Terjun,Lingga,30000,4.9,120.0,"{'lat': -0.193789, 'lng': 104.617712}",-0.193789,104.617712,Kepulauan Riau,alam,30000.0,4.9,1,1,1,1,1,1,1.0,alam|edukasi|fotografi|hiking|rekreasi_keluarga
233,Jembatan Barelang Batam,"Jembatan Barelang Batam di Bintan, Kepulauan Riau. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Situs Sejarah,Bintan,10000,4.2,120.0,"{'lat': 1.177293, 'lng': 104.521822}",1.177293,104.521822,Kepulauan Riau,budaya,10000.0,4.2,1,1,0,0,0,1,0.5,budaya|edukasi|fotografi|sejarah
234,Pulau Penyengat Warisan Melayu,"Pulau Penyengat Warisan Melayu di Karimun, Kepulauan Riau. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Situs Sejarah,Karimun,20000,4.9,120.0,"{'lat': 0.955415, 'lng': 103.44854}",0.955415,103.44854,Kepulauan Riau,budaya,20000.0,4.9,1,1,0,0,0,1,0.5,budaya|edukasi|fotografi|sejarah
235,Museum Sultan Sulaiman Badrul Alamsyah,"Museum Sultan Sulaiman Badrul Alamsyah di Kepulauan Anambas, Kepulauan Riau. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Museum,Kepulauan Anambas,25000,4.8,90.0,"{'lat': 3.086004, 'lng': 106.262978}",3.086004,106.262978,Kepulauan Riau,budaya,25000.0,4.8,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
236,Maha Vihara Duta Maitreya Batam,"Maha Vihara Duta Maitreya Batam di Lingga, Kepulauan Riau. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Situs Sejarah,Lingga,15000,4.9,60.0,"{'lat': -0.185931, 'lng': 104.629412}",-0.185931,104.629412,Kepulauan Riau,budaya,15000.0,4.9,1,1,0,0,1,1,0.6667,budaya|edukasi|fotografi|sejarah
237,Kamp Pengungsi Vietnam Pulau Galang,"Kamp Pengungsi Vietnam Pulau Galang di Natuna, Kepulauan Riau. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Situs Sejarah,Natuna,10000,4.9,90.0,"{'lat': 3.938581, 'lng': 108.271694}",3.938581,108.271694,Kepulauan Riau,budaya,10000.0,4.9,1,1,1,1,1,1,1.0,budaya|edukasi|fotografi|sejarah
238,Istana Kantor Pulau Penyengat,"Istana Kantor Pulau Penyengat di Lingga, Kepulauan Riau. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Keraton,Lingga,25000,4.8,90.0,"{'lat': -0.218123, 'lng': 104.56975}",-0.218123,104.56975,Kepulauan Riau,budaya,25000.0,4.8,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
239,Benteng Bukit Kursi,"Benteng Bukit Kursi di Natuna, Kepulauan Riau. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Benteng,Natuna,15000,4.9,120.0,"{'lat': 3.88301, 'lng': 108.267131}",3.88301,108.267131,Kepulauan Riau,budaya,15000.0,4.9,1,1,1,0,1,1,0.8333,budaya|edukasi|fotografi|sejarah
240,Treasure Bay Bintan,"Treasure Bay Bintan di Kepulauan Anambas, Kepulauan Riau. Kawasan rekreasi bertema dengan wahana pemacu adrenalin, kolam renang bergelombang, serta taman bermain anak yang aman. Dilengkapi staf pengawas keselamatan dan berbagai tenant kuliner lezat.",Taman Hiburan,Taman Rekreasi,Kepulauan Anambas,75000,4.4,120.0,"{'lat': 3.081691, 'lng': 106.254961}",3.081691,106.254961,Kepulauan Riau,hiburan,75000.0,4.4,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
241,Mega Wisata Ocarina Batam,"Mega Wisata Ocarina Batam di Kepulauan Anambas, Kepulauan Riau. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Kepulauan Anambas,35000,4.5,150.0,"{'lat': 3.119271, 'lng': 106.229143}",3.119271,106.229143,Kepulauan Riau,hiburan,35000.0,4.5,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
242,Batam Wakepark,"Batam Wakepark di Bintan, Kepulauan Riau. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Bintan,100000,4.3,150.0,"{'lat': 1.118016, 'lng': 104.536423}",1.118016,104.536423,Kepulauan Riau,hiburan,100000.0,4.3,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
243,Sea Forest Adventure Batam,"Sea Forest Adventure Batam di Kota Tanjung Pinang, Kepulauan Riau. Destinasi hiburan terpadu dengan spot swafoto kekinian yang estetik, wahana edukasi anak, dan ruang terbuka hijau yang ramah keluarga. Menjadi tempat favorit untuk berekreasi bersama anak-anak di akhir pekan.",Taman Hiburan,Taman Rekreasi,Kota Tanjung Pinang,50000,4.8,240.0,"{'lat': 0.953862, 'lng': 104.488233}",0.953862,104.488233,Kepulauan Riau,hiburan,50000.0,4.8,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
244,Nagoya Hill Shopping Mall Batam,"Nagoya Hill Shopping Mall Batam di Karimun, Kepulauan Riau. Sentra kuliner dan suvenir ikonik yang menyediakan aneka buah tangan khas Nusantara berkualitas tinggi. Dilengkapi area parkir kendaraan wisata, gerai anjungan tunai mandiri (ATM), dan mushola.",Pusat Perbelanjaan,Pasar Tradisional,Karimun,0,4.6,90.0,"{'lat': 0.995343, 'lng': 103.453773}",0.995343,103.453773,Kepulauan Riau,belanja,0.0,4.6,1,1,1,1,1,1,1.0,belanja|budaya|kuliner
245,Mega Mall Batam Centre,"Mega Mall Batam Centre di Bintan, Kepulauan Riau. Sentra kuliner dan suvenir ikonik yang menyediakan aneka buah tangan khas Nusantara berkualitas tinggi. Dilengkapi area parkir kendaraan wisata, gerai anjungan tunai mandiri (ATM), dan mushola.",Pusat Perbelanjaan,Pasar Tradisional,Bintan,0,4.2,60.0,"{'lat': 1.117157, 'lng': 104.555931}",1.117157,104.555931,Kepulauan Riau,belanja,0.0,4.2,1,1,1,1,1,0,0.8333,belanja|budaya|kuliner
246,Pasar Wisata Tanjung Pinang,"Pasar Wisata Tanjung Pinang di Kota Tanjung Pinang, Kepulauan Riau. Pusat perbelanjaan dan pasar tradisional khas daerah yang menjual aneka kerajinan tangan, kain tenun atau batik, serta camilan oleh-oleh lokal. Tempat bertemunya tawar-menawar yang hangat dengan harga terjangkau.",Pusat Perbelanjaan,Pasar Tradisional,Kota Tanjung Pinang,0,4.8,90.0,"{'lat': 0.950271, 'lng': 104.489774}",0.950271,104.489774,Kepulauan Riau,belanja,0.0,4.8,1,1,1,1,1,1,1.0,belanja|budaya|kuliner
247,Sentra Kerupuk Gonggong Bintan,"Sentra Kerupuk Gonggong Bintan di Kepulauan Anambas, Kepulauan Riau. Kawasan pertokoan dan pasar seni yang menyajikan ragam cinderamata unik karya perajin lokal dari berbagai penjuru daerah. Selalu ramai dikunjungi wisatawan yang ingin membawa kenang-kenangan autentik.",Pusat Perbelanjaan,Sentra Kerajinan,Kepulauan Anambas,0,4.2,90.0,"{'lat': 3.134083, 'lng': 106.280139}",3.134083,106.280139,Kepulauan Riau,belanja,0.0,4.2,1,1,1,1,1,1,1.0,belanja|budaya|kuliner
248,Masjid Raya Sultan Riau Penyengat,"Masjid Raya Sultan Riau Penyengat di Kepulauan Anambas, Kepulauan Riau. Tempat ibadah cagar budaya dengan ornamen seni pahat antik dan sejarah pendirian yang menginspirasi. Terbuka bagi pengunjung yang ingin berdoa maupun mengagumi keindahan karya arsitektur Nusantara.",Tempat Ibadah,Masjid,Kepulauan Anambas,0,4.9,45.0,"{'lat': 3.086803, 'lng': 106.246348}",3.086803,106.246348,Kepulauan Riau,religi,0.0,4.9,1,1,1,1,1,0,0.8333,budaya|religi|sejarah
249,Masjid Sultan Mahmud Riayat Syah Batam,"Masjid Sultan Mahmud Riayat Syah Batam di Natuna, Kepulauan Riau. Ikon wisata religi yang terkenal dengan kedamaian suasananya, toleransi antarwarga, serta kubah atau menara yang menjulang indah. Menjadi tempat ziarah sekaligus edukasi spiritual bagi masyarakat luas.",Tempat Ibadah,Masjid,Natuna,0,4.9,90.0,"{'lat': 3.869012, 'lng': 108.223}",3.869012,108.223,Kepulauan Riau,religi,0.0,4.9,1,1,1,1,1,0,0.8333,budaya|religi|sejarah
250,Vihara Ksitigarbha Bodhisattva (1000 Patung),"Vihara Ksitigarbha Bodhisattva (1000 Patung) di Natuna, Kepulauan Riau. Tempat ibadah cagar budaya dengan ornamen seni pahat antik dan sejarah pendirian yang menginspirasi. Terbuka bagi pengunjung yang ingin berdoa maupun mengagumi keindahan karya arsitektur Nusantara.",Tempat Ibadah,Vihara,Natuna,0,4.5,45.0,"{'lat': 3.886969, 'lng': 108.233602}",3.886969,108.233602,Kepulauan Riau,religi,0.0,4.5,1,1,1,1,1,1,1.0,budaya|religi|sejarah
251,Pantai Cemara Habitat Burung Migran,"Pantai Cemara Habitat Burung Migran di Batanghari, Jambi. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Batanghari,5000,4.8,120.0,"{'lat': -1.723841, 'lng': 103.101222}",-1.723841,103.101222,Jambi,bahari,5000.0,4.8,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
252,Pantai Pasir Pandak Nipah Panjang,"Pantai Pasir Pandak Nipah Panjang di Sarolangun, Jambi. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Sarolangun,20000,4.5,240.0,"{'lat': -2.265134, 'lng': 102.610546}",-2.265134,102.610546,Jambi,bahari,20000.0,4.5,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
253,Pantai Babussalam Kuala Tungkal,"Pantai Babussalam Kuala Tungkal di Merangin, Jambi. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Merangin,30000,4.7,150.0,"{'lat': -2.232169, 'lng': 102.160915}",-2.232169,102.160915,Jambi,bahari,30000.0,4.7,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
254,Pantai Air Hitam Laut,"Pantai Air Hitam Laut di Sarolangun, Jambi. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Sarolangun,30000,4.6,120.0,"{'lat': -2.327223, 'lng': 102.664886}",-2.327223,102.664886,Jambi,bahari,30000.0,4.6,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
255,Pantai Kampung Laut,"Pantai Kampung Laut di Merangin, Jambi. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Merangin,10000,4.9,150.0,"{'lat': -2.24083, 'lng': 102.17753}",-2.24083,102.17753,Jambi,bahari,10000.0,4.9,1,1,1,1,1,1,1.0,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
256,Pantai Tanjung Solok,"Pantai Tanjung Solok di Batanghari, Jambi. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Batanghari,20000,4.5,150.0,"{'lat': -1.756732, 'lng': 103.103939}",-1.756732,103.103939,Jambi,bahari,20000.0,4.5,1,1,1,1,1,1,1.0,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
257,Pantai Sungai Itik Sadu,"Pantai Sungai Itik Sadu di Bungo, Jambi. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Bungo,30000,4.7,120.0,"{'lat': -1.53345, 'lng': 101.99574}",-1.53345,101.99574,Jambi,bahari,30000.0,4.7,1,1,1,1,0,1,0.8333,alam|berenang|fotografi|kuliner|pantai|rekreasi_keluarga
258,Pantai Kuala Jambi,"Pantai Kuala Jambi di Batanghari, Jambi. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Batanghari,25000,4.4,150.0,"{'lat': -1.717769, 'lng': 103.076173}",-1.717769,103.076173,Jambi,bahari,25000.0,4.4,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
259,Pantai Teluk Majelis,"Pantai Teluk Majelis di Tanjung Jabung Timur, Jambi. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Tanjung Jabung Timur,20000,4.3,240.0,"{'lat': -1.235576, 'lng': 103.867353}",-1.235576,103.867353,Jambi,bahari,20000.0,4.3,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
260,Pantai Alahan Panjang,"Pantai Alahan Panjang di Kota Jambi, Jambi. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Kota Jambi,20000,4.6,120.0,"{'lat': -1.613556, 'lng': 103.577719}",-1.613556,103.577719,Jambi,bahari,20000.0,4.6,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
261,Pantai Remau Bako,"Pantai Remau Bako di Tanjung Jabung Barat, Jambi. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Tanjung Jabung Barat,20000,4.7,120.0,"{'lat': -1.122568, 'lng': 103.315842}",-1.122568,103.315842,Jambi,bahari,20000.0,4.7,1,1,1,1,1,1,1.0,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
262,Pantai Lambur Luar,"Pantai Lambur Luar di Bungo, Jambi. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Bungo,5000,4.6,240.0,"{'lat': -1.534478, 'lng': 102.034702}",-1.534478,102.034702,Jambi,bahari,5000.0,4.6,1,1,1,1,1,1,1.0,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
263,Pantai Pangkal Duri,"Pantai Pangkal Duri di Kerinci, Jambi. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Kerinci,20000,4.7,240.0,"{'lat': -2.045033, 'lng': 101.51167}",-2.045033,101.51167,Jambi,bahari,20000.0,4.7,1,1,1,1,1,1,1.0,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
264,Pantai Mendahara,"Pantai Mendahara di Bungo, Jambi. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Bungo,30000,4.4,180.0,"{'lat': -1.509948, 'lng': 102.014618}",-1.509948,102.014618,Jambi,bahari,30000.0,4.4,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
265,Gunung Kerinci (Puncak Tertinggi 3.805 mdpl),"Gunung Kerinci (Puncak Tertinggi 3.805 mdpl) di Sarolangun, Jambi. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Gunung,Sarolangun,15000,4.2,180.0,"{'lat': -2.297693, 'lng': 102.668229}",-2.297693,102.668229,Jambi,alam,15000.0,4.2,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
266,Gunung Kunyit Belerang Alami,"Gunung Kunyit Belerang Alami di Bungo, Jambi. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Gunung,Bungo,25000,4.7,240.0,"{'lat': -1.509658, 'lng': 101.978373}",-1.509658,101.978373,Jambi,alam,25000.0,4.7,1,1,1,0,1,1,0.8333,camping|fotografi|gunung|hiking
267,Gunung Masurai Merangin,"Gunung Masurai Merangin di Batanghari, Jambi. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Gunung,Batanghari,35000,4.2,240.0,"{'lat': -1.787423, 'lng': 103.112816}",-1.787423,103.112816,Jambi,alam,35000.0,4.2,1,1,1,0,0,0,0.5,camping|fotografi|gunung|hiking
268,Bukit Khayangan Sungai Penuh,"Bukit Khayangan Sungai Penuh di Kerinci, Jambi. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Kerinci,15000,4.2,360.0,"{'lat': -2.069538, 'lng': 101.529777}",-2.069538,101.529777,Jambi,alam,15000.0,4.2,1,1,1,0,0,1,0.6667,alam|camping|fotografi|gunung|hiking
269,Gunung Tujuh Kerinci,"Gunung Tujuh Kerinci di Sarolangun, Jambi. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Gunung,Sarolangun,20000,4.5,300.0,"{'lat': -2.335484, 'lng': 102.650312}",-2.335484,102.650312,Jambi,alam,20000.0,4.5,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
270,Bukit Tapan Kerinci,"Bukit Tapan Kerinci di Sarolangun, Jambi. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Sarolangun,50000,4.5,360.0,"{'lat': -2.315859, 'lng': 102.621461}",-2.315859,102.621461,Jambi,alam,50000.0,4.5,1,1,1,0,0,1,0.6667,camping|fotografi|gunung|hiking
271,Puncak Danau Belibis,"Puncak Danau Belibis di Muaro Jambi, Jambi. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Perbukitan,Muaro Jambi,50000,4.8,360.0,"{'lat': -1.531183, 'lng': 103.774011}",-1.531183,103.774011,Jambi,alam,50000.0,4.8,1,1,1,1,1,1,1.0,alam|camping|fotografi|gunung|hiking
272,Bukit Cinta Kerinci,"Bukit Cinta Kerinci di Muaro Jambi, Jambi. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Muaro Jambi,25000,4.8,240.0,"{'lat': -1.527136, 'lng': 103.785499}",-1.527136,103.785499,Jambi,alam,25000.0,4.8,1,1,1,0,1,0,0.6667,camping|fotografi|gunung|hiking
273,Bukit Ngalau Merangin,"Bukit Ngalau Merangin di Bungo, Jambi. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Perbukitan,Bungo,50000,4.4,360.0,"{'lat': -1.472053, 'lng': 101.984059}",-1.472053,101.984059,Jambi,alam,50000.0,4.4,1,1,1,1,1,1,1.0,camping|fotografi|gunung|hiking
274,Puncak Rawa Bento,"Puncak Rawa Bento di Muaro Jambi, Jambi. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Muaro Jambi,15000,4.7,180.0,"{'lat': -1.579273, 'lng': 103.779429}",-1.579273,103.779429,Jambi,alam,15000.0,4.7,1,1,1,1,0,1,0.8333,camping|fotografi|gunung|hiking
275,Danau Gunung Tujuh,"Danau Gunung Tujuh di Tanjung Jabung Timur, Jambi. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Danau,Tanjung Jabung Timur,30000,4.2,90.0,"{'lat': -1.274761, 'lng': 103.831477}",-1.274761,103.831477,Jambi,alam,30000.0,4.2,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
276,Danau Kaco Bercahaya Biru,"Danau Kaco Bercahaya Biru di Muaro Jambi, Jambi. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Danau,Muaro Jambi,15000,4.7,150.0,"{'lat': -1.536284, 'lng': 103.777361}",-1.536284,103.777361,Jambi,alam,15000.0,4.7,1,1,1,0,0,1,0.6667,alam|edukasi|fotografi|hiking|rekreasi_keluarga
277,Danau Kerinci,"Danau Kerinci di Batanghari, Jambi. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Danau,Batanghari,25000,4.5,120.0,"{'lat': -1.730682, 'lng': 103.11975}",-1.730682,103.11975,Jambi,alam,25000.0,4.5,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
278,Geopark Merangin Fosil Purba,"Geopark Merangin Fosil Purba di Kerinci, Jambi. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Taman Nasional,Kerinci,30000,4.7,150.0,"{'lat': -2.061259, 'lng': 101.490453}",-2.061259,101.490453,Jambi,alam,30000.0,4.7,1,1,1,0,1,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
279,Taman Nasional Bukit Duabelas,"Taman Nasional Bukit Duabelas di Merangin, Jambi. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Taman Nasional,Merangin,25000,4.7,120.0,"{'lat': -2.25272, 'lng': 102.224225}",-2.25272,102.224225,Jambi,alam,25000.0,4.7,1,1,1,0,0,1,0.6667,edukasi|fotografi|hiking|rekreasi_keluarga
280,Rawa Bento Amazon Kerinci,"Rawa Bento Amazon Kerinci di Kota Jambi, Jambi. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Taman Nasional,Kota Jambi,10000,4.6,180.0,"{'lat': -1.580973, 'lng': 103.6324}",-1.580973,103.6324,Jambi,alam,10000.0,4.6,1,1,1,0,0,1,0.6667,edukasi|fotografi|hiking|rekreasi_keluarga
281,Air Terjun Telun Berasap,"Air Terjun Telun Berasap di Kota Jambi, Jambi. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Air Terjun,Kota Jambi,25000,4.7,150.0,"{'lat': -1.619713, 'lng': 103.639769}",-1.619713,103.639769,Jambi,alam,25000.0,4.7,1,1,1,1,1,1,1.0,alam|edukasi|fotografi|hiking|rekreasi_keluarga
